STATION,NAME,Day,Average_T,Max_T,Min_T
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/10/2018,70,83,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/11/2018,66.5,75,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/12/2018,59.5,64,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/13/2018,63,75,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/14/2018,67,81,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/15/2018,64,75,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/16/2018,58,63,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/17/2018,55,62,48
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/18/2018,57,65,49
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/19/2018,55.5,60,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/20/2018,59.5,70,49
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/21/2018,62.5,74,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/22/2018,63.5,72,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/23/2018,61,67,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/24/2018,60.5,67,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/25/2018,59,64,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/26/2018,60,64,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/27/2018,59.5,64,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/28/2018,58.5,65,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/29/2018,61.5,65,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/30/2018,60,64,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/1/2018,56.5,60,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/2/2018,56.5,61,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/3/2018,57.5,65,50
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/4/2018,64.5,75,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/5/2018,64.5,73,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/6/2018,63.5,71,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/7/2018,61.5,66,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/8/2018,60.5,67,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/9/2018,62.5,67,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/10/2018,63,67,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/11/2018,59,61,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/12/2018,58.5,63,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/13/2018,61.5,66,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/14/2018,60,65,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/15/2018,62.5,66,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/16/2018,61.5,67,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/17/2018,62.5,66,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/18/2018,61,64,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/19/2018,61,63,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/20/2018,60,62,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/21/2018,60,63,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/22/2018,61,64,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/23/2018,61,65,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/24/2018,60,63,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/25/2018,62.5,66,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/26/2018,60.5,65,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/27/2018,62,67,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/28/2018,63.5,67,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/29/2018,63,66,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/30/2018,62.5,67,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/31/2018,63,67,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/1/2018,64,68,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/2/2018,64,71,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/3/2018,64,69,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/4/2018,63.5,67,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/5/2018,64,67,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/6/2018,64.5,69,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/7/2018,62.5,66,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/8/2018,64.5,72,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/9/2018,64.5,71,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/10/2018,66.5,71,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/11/2018,65,71,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/12/2018,64.5,69,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/13/2018,64.5,70,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/14/2018,68,76,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/15/2018,67,71,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/16/2018,62,64,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/17/2018,62.5,65,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/18/2018,64,68,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/19/2018,64.5,68,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/20/2018,64.5,68,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/21/2018,65.5,69,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/22/2018,66.5,71,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/23/2018,64,67,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/24/2018,64.5,68,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/25/2018,65,69,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/26/2018,67.5,72,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/27/2018,66,70,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/28/2018,65,68,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/29/2018,66,70,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/30/2018,65.5,69,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/1/2018,65,69,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/2/2018,67.5,72,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/3/2018,67,70,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/4/2018,68,72,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/5/2018,71,78,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/6/2018,77.5,90,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/7/2018,81.5,90,73
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/8/2018,81,89,73
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/9/2018,76,81,71
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/10/2018,72.5,76,69
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/11/2018,72,77,67
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/12/2018,71,75,67
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/13/2018,70.5,74,67
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/14/2018,70.5,74,67
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/15/2018,69.5,74,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/16/2018,69,74,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/17/2018,68,71,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/18/2018,69,73,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/19/2018,70,75,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/20/2018,69.5,73,66
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/21/2018,70,73,67
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/22/2018,70.5,77,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/23/2018,73,80,66
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/24/2018,74,80,68
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/25/2018,72.5,77,68
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/26/2018,70.5,74,67
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/27/2018,71,77,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/28/2018,71,74,68
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/29/2018,73,79,67
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/30/2018,73,78,68
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/31/2018,73,78,68
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/1/2018,75.5,81,70
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/2/2018,74,79,69
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/3/2018,72,77,67
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/4/2018,72.5,78,67
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/5/2018,69.5,75,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/6/2018,70.5,78,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/7/2018,76,84,68
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/8/2018,78.5,87,70
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/9/2018,78.5,86,71
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/10/2018,80.5,86,75
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/11/2018,78,83,73
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/12/2018,76,80,72
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/13/2018,74,78,70
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/14/2018,72.5,77,68
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/15/2018,73.5,77,70
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/16/2018,73.5,77,70
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/17/2018,74,77,71
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/18/2018,74.5,78,71
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/19/2018,73,77,69
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/20/2018,73.5,77,70
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/21/2018,73.5,77,70
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/22/2018,73,77,69
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/23/2018,73,77,69
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/24/2018,71.5,75,68
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/25/2018,71,75,67
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/26/2018,72.5,77,68
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/27/2018,71,75,67
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/28/2018,71,76,66
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/29/2018,72,78,66
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/30/2018,71.5,79,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",8/31/2018,70,75,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/1/2018,70.5,74,67
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/2/2018,71.5,75,68
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/3/2018,69.5,72,67
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/4/2018,69,71,67
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/5/2018,71,75,67
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/6/2018,69.5,74,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/7/2018,70,74,66
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/8/2018,71,78,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/9/2018,70.5,78,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/10/2018,69,74,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/11/2018,67,72,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/12/2018,69.5,74,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/13/2018,69,76,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/14/2018,70.5,79,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/15/2018,71.5,78,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/16/2018,71,78,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/17/2018,67.5,76,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/18/2018,67.5,75,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/19/2018,68,73,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/20/2018,67,71,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/21/2018,66,72,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/22/2018,69,74,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/23/2018,69.5,74,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/24/2018,65.5,67,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/25/2018,67.5,70,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/26/2018,66.5,70,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/27/2018,66.5,71,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/28/2018,68,72,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/29/2018,68,72,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",9/30/2018,68.5,75,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/1/2018,78,89,67
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/2/2018,71.5,76,67
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/3/2018,70,74,66
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/4/2018,68,72,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/5/2018,67.5,71,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/6/2018,66.5,70,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/7/2018,65.5,70,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/8/2018,64.5,70,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/9/2018,64.5,70,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/10/2018,63.5,69,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/11/2018,65,70,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/12/2018,63.5,71,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/13/2018,64,68,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/14/2018,65,70,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/15/2018,70.5,83,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/16/2018,64.5,77,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/17/2018,65,75,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/18/2018,69.5,82,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/19/2018,71,84,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/20/2018,71.5,82,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/21/2018,65,73,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/22/2018,64.5,68,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/23/2018,65,69,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/24/2018,66,70,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/25/2018,64.5,69,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/26/2018,64,72,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/27/2018,64,74,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/28/2018,63.5,71,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/29/2018,63.5,71,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/30/2018,64.5,69,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",10/31/2018,67,77,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/1/2018,65.5,76,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/2/2018,70,83,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/3/2018,67.5,78,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/4/2018,64.5,72,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/5/2018,61.5,69,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/6/2018,66.5,70,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/7/2018,65.5,69,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/8/2018,66,71,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/9/2018,71.5,85,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/10/2018,64.5,76,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/11/2018,64.5,78,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/12/2018,63.5,79,48
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/13/2018,68.5,80,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/14/2018,68,80,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/15/2018,62.5,74,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/16/2018,63,74,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/17/2018,61,70,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/18/2018,60.5,70,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/19/2018,60.5,69,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/20/2018,58.5,67,50
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/21/2018,61,69,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/22/2018,62.5,67,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/23/2018,61,66,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/24/2018,62,67,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/25/2018,62.5,72,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/26/2018,63.5,73,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",11/27/2018,62,72,52
